# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
EFCAB1	EFCAB1	NM_001142857.1	protein_coding	0	0	0	12	0	0	7	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
EFCAB1	EFCAB1	NM_001363973.2	protein_coding	0	0	0	12	0	0	7	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
EFCAB1	EFCAB1	NM_001363974.2	protein_coding	0	0	0	12	0	0	7	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
EFCAB1	EFCAB1	NM_024593.4	protein_coding	0	0	0	12	0	0	7	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
EFCAB1	EFCAB1	NR_024605.2		0	0	0	12	0	0	0	0	0	0	0	0	0	5	0	7	0	0	0	0	0	0	0	0	0	0
EFCAB1	EFCAB1	NR_157026.1		0	0	0	12	0	0	0	0	0	0	0	0	0	5	0	7	0	0	0	0	0	0	0	0	0	0
EFCAB1	EFCAB1	NR_157027.2		0	0	0	12	0	0	0	0	0	0	0	0	0	5	0	7	0	0	0	0	0	0	0	0	0	0
EFR3A	EFR3A	NM_001323553.2	protein_coding	0	8	3	15	3	0	1	0	0	0	0	0	0	15	3	0	0	0	0	4	0	0	0	0	4	0
EFR3A	EFR3A	NM_001323554.2	protein_coding	0	8	3	15	3	0	1	0	0	0	0	0	0	15	3	0	0	0	0	4	0	0	0	0	4	0
EFR3A	EFR3A	NM_001323555.2	protein_coding	0	8	3	15	3	0	1	0	0	0	0	0	0	15	3	0	0	0	0	4	0	0	0	0	4	0
EFR3A	EFR3A	NM_001323556.2	protein_coding	0	8	3	15	3	0	1	0	0	0	0	0	0	15	3	0	0	0	0	4	0	0	0	0	4	0
EFR3A	EFR3A	NM_001323557.2	protein_coding	0	8	3	15	3	0	1	0	0	0	0	0	0	15	3	0	0	0	0	4	0	0	0	0	4	0
EFR3A	EFR3A	NM_001323558.2	protein_coding	0	8	4	14	3	0	0	0	0	0	0	0	0	15	4	0	0	0	0	4	0	0	0	0	4	0
EFR3A	EFR3A	NM_015137.6	protein_coding	0	8	4	14	3	0	0	0	0	0	0	0	0	15	4	0	0	0	0	4	0	0	0	0	4	0
EFR3A	EFR3A	NR_136615.2		0	4	0	22	0	0	0	0	0	0	0	0	0	15	0	11	0	0	0	4	0	0	0	0	0	0
EFR3A	EFR3A	NR_136616.2		0	4	0	22	0	0	0	0	0	0	0	0	0	15	0	11	0	0	0	4	0	0	0	0	0	0
EGR3	EGR3	NM_001199880.2	protein_coding	0	5	12	20	15	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	5	5
EGR3	EGR3	NM_001199881.2	protein_coding	0	5	12	20	15	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	5	5
EGR3	EGR3	NM_004430.3	protein_coding	0	5	12	20	15	0	4	0	0	0	0	0	0	1	12	0	0	0	0	0	0	0	0	0	5	0
EIF3E	EIF3E	NM_001568.3	protein_coding	0	0	2	23	2	0	0	0	0	0	0	0	0	21	2	0	0	0	0	0	0	0	0	0	0	0
EIF3H	EIF3H	NM_003756.3	protein_coding	0	0	4	18	0	0	0	0	0	0	0	0	0	14	4	0	0	0	0	0	0	0	0	0	0	4
EIF4EBP1	EIF4EBP1	NM_004095.4	protein_coding	0	3	1	25	7	0	0	0	0	0	15	0	0	3	1	0	0	0	0	1	0	0	0	0	3	0
ELOC	ELOC	NM_001204857.1	protein_coding	0	0	0	14	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	4
ELOC	ELOC	NM_001204858.2	protein_coding	0	0	0	14	0	0	1	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	4
ELOC	ELOC	NM_001204859.2	protein_coding	0	0	0	14	0	0	1	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	4
ELOC	ELOC	NM_001204860.1	protein_coding	0	0	0	14	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	4
ELOC	ELOC	NM_001204861.1	protein_coding	0	0	0	14	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	9
ELOC	ELOC	NM_001204862.1	protein_coding	0	0	0	14	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	9
ELOC	ELOC	NM_001204863.2	protein_coding	0	0	0	14	0	0	1	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	4
ELOC	ELOC	NM_001204864.1	protein_coding	0	0	0	14	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	4
ELOC	ELOC	NM_005648.4	protein_coding	0	0	0	14	0	0	1	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	4
ELP3	ELP3	NM_001284220.2	protein_coding	1	0	0	44	15	0	7	0	0	0	0	0	0	21	0	0	0	0	1	0	0	0	0	0	0	2
ELP3	ELP3	NM_001284222.2	protein_coding	0	0	0	45	15	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0
ELP3	ELP3	NM_001284224.2	protein_coding	1	0	0	44	15	0	7	0	0	0	0	0	0	21	0	0	0	0	1	0	0	0	0	0	0	2
ELP3	ELP3	NM_001284225.1	protein_coding	1	0	0	44	15	0	8	0	0	0	0	0	0	21	0	0	0	0	1	0	0	0	0	0	0	1
ELP3	ELP3	NM_001284226.1	protein_coding	1	0	0	44	15	0	8	0	0	0	0	0	0	21	0	0	0	0	1	0	0	0	0	0	0	1
ELP3	ELP3	NM_018091.6	protein_coding	2	0	0	43	15	0	6	0	0	0	0	0	0	21	0	0	0	0	1	0	1	0	0	0	0	2
EMC2	EMC2	NM_001329493.1	protein_coding	0	3	1	30	1	0	2	0	0	0	0	0	0	26	1	0	0	0	0	2	0	0	0	0	1	3
EMC2	EMC2	NM_001329494.1	protein_coding	0	0	0	24	0	0	2	0	0	0	1	0	0	18	0	0	0	0	0	0	0	0	0	0	0	3
EMC2	EMC2	NM_001329495.1	protein_coding	0	3	1	30	1	0	2	0	0	0	0	0	0	26	1	0	0	0	0	2	0	0	0	0	1	3
EMC2	EMC2	NM_014673.5	protein_coding	0	3	1	30	1	0	1	0	0	0	0	0	0	26	1	0	0	0	0	2	0	0	0	0	1	4
EMC2	EMC2	NR_138033.1		0	2	0	32	0	0	0	0	0	0	0	0	0	26	0	5	0	0	0	2	0	0	0	0	0	3
ENPP2	ENPP2	NM_001040092.3	protein_coding	0	1	1	44	0	0	0	0	0	0	0	0	0	44	1	0	0	0	0	0	0	0	0	0	1	0
ENPP2	ENPP2	NM_001130863.3	protein_coding	0	1	1	44	0	0	0	0	0	0	0	0	0	44	1	0	0	0	0	0	0	0	0	0	1	0
ENPP2	ENPP2	NM_001330600.2	protein_coding	0	1	1	44	0	0	0	0	0	0	0	0	0	44	1	0	0	0	0	0	0	0	0	0	1	0
ENPP2	ENPP2	NM_006209.5	protein_coding	0	1	1	44	0	0	0	0	0	0	0	0	0	44	1	0	0	0	0	0	0	0	0	0	1	0
ENPP2	ENPP2	NR_045555.2		0	0	0	21	0	0	0	0	0	0	0	0	0	18	0	2	0	0	0	0	0	0	0	0	0	1
ENTPD4	ENTPD4	NM_001128930.2	protein_coding	0	1	3	20	9	0	0	0	0	0	0	0	0	11	3	0	0	0	0	0	0	0	0	0	1	0
ENTPD4	ENTPD4	NM_004901.5	protein_coding	0	1	3	20	9	0	0	0	0	0	0	0	0	11	3	0	0	0	0	0	0	0	0	0	1	0
ENY2	ENY2	NM_001193557.2	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2
ENY2	ENY2	NM_020189.6	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2
ENY2	ENY2	NR_036471.2		0	0	0	6	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2
ENY2	ENY2	NR_036472.2		0	0	0	6	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2
EPHX2	EPHX2	NM_001256482.2	protein_coding	0	1	3	51	2	0	0	0	0	0	0	0	0	50	3	0	0	0	0	1	0	0	0	0	0	0
EPHX2	EPHX2	NM_001256483.2	protein_coding	0	1	3	51	2	0	0	0	0	0	0	0	0	50	3	0	0	0	0	1	0	0	0	0	0	0
EPHX2	EPHX2	NM_001256484.2	protein_coding	0	1	3	51	2	0	0	0	0	0	0	0	0	50	3	0	0	0	0	1	0	0	0	0	0	0
EPHX2	EPHX2	NM_001979.6	protein_coding	0	1	3	51	2	0	0	0	0	0	0	0	0	50	3	0	0	0	0	1	0	0	0	0	0	0
EPPK1	EPPK1	NM_031308.4	protein_coding	0	14	72	7	7	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	14	0
ERI1	ERI1	NM_001354635.2	protein_coding	1	2	0	26	10	0	5	0	0	0	0	0	0	12	0	0	0	1	0	1	0	0	0	0	1	1
ERI1	ERI1	NM_001354636.2	protein_coding	1	2	0	26	10	0	6	0	0	0	0	0	0	12	0	0	0	1	0	1	0	0	0	0	1	0
ERI1	ERI1	NM_001354638.2	protein_coding	1	2	6	20	0	0	0	0	0	0	0	0	0	22	6	0	0	1	0	1	0	0	0	0	1	0
ERI1	ERI1	NM_153332.4	protein_coding	1	2	6	20	10	0	0	0	0	0	0	0	0	12	6	0	0	1	0	1	0	0	0	0	1	0
ERICH1	ERICH1	NM_001303100.2	protein_coding	0	4	0	20	0	0	1	0	0	0	0	0	0	11	0	0	0	0	0	1	0	0	0	0	3	9
ERICH1	ERICH1	NM_207332.3	protein_coding	0	4	0	20	0	0	1	0	0	0	1	0	0	10	0	0	0	0	0	1	0	0	0	0	3	9
ERICH1	ERICH1	NR_156467.1		0	1	0	23	0	0	0	0	0	0	1	0	0	10	0	4	0	0	0	1	0	0	0	0	0	9
ERICH5	ERICH5	NM_001170806.1	protein_coding	0	0	2	4	0	0	2	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0
ERICH5	ERICH5	NM_173549.3	protein_coding	0	0	2	4	0	0	2	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0
ERLIN2	ERLIN2	NM_001003790.4	protein_coding	0	0	0	17	0	0	5	0	0	0	7	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3
ERLIN2	ERLIN2	NM_001003791.3	protein_coding	0	0	0	17	0	0	0	0	0	0	7	0	0	7	0	0	0	0	0	0	0	0	0	0	0	3
ERLIN2	ERLIN2	NM_001362878.2	protein_coding	1	1	1	43	6	0	5	0	0	0	15	0	0	16	1	0	0	1	0	1	0	0	0	0	0	3
ERLIN2	ERLIN2	NM_001362880.2	protein_coding	0	0	0	17	0	0	5	0	0	0	7	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3
ERLIN2	ERLIN2	NM_007175.8	protein_coding	1	1	1	43	6	0	0	0	0	0	15	0	0	21	1	0	0	1	0	1	0	0	0	0	0	3
ESCO2	ESCO2	NM_001017420.3	protein_coding	1	0	0	28	5	0	3	0	0	0	1	0	0	8	0	0	0	0	1	0	0	0	0	0	0	12
ESRP1	ESRP1	NM_001034915.3	protein_coding	0	2	0	28	11	0	0	0	0	0	1	0	0	18	0	0	0	0	0	2	0	0	0	0	0	0
ESRP1	ESRP1	NM_001122825.2	protein_coding	0	2	0	28	11	0	0	0	0	0	1	0	0	18	0	0	0	0	0	2	0	0	0	0	0	0
ESRP1	ESRP1	NM_001122826.2	protein_coding	1	3	1	25	8	0	0	0	0	0	1	0	0	18	1	0	0	0	0	2	0	0	1	0	1	0
ESRP1	ESRP1	NM_001122827.2	protein_coding	0	2	0	28	11	0	0	0	0	0	1	0	0	18	0	0	0	0	0	2	0	0	0	0	0	0
ESRP1	ESRP1	NM_017697.4	protein_coding	0	2	0	28	11	0	0	0	0	0	1	0	0	18	0	0	0	0	0	2	0	0	0	0	0	0
EXOSC4	EXOSC4	NM_019037.3	protein_coding	0	0	3	15	1	0	0	0	0	0	9	0	0	2	3	0	0	0	0	0	0	0	0	0	0	3
EXT1	EXT1	NM_000127.2	protein_coding	1	1	12	20	2	0	7	0	0	0	0	0	0	12	12	0	0	0	1	1	0	0	0	0	1	0
EXTL3	EXTL3	NM_001440.4	protein_coding	0	0	4	15	14	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0
EXTL3	EXTL3	NR_073468.2		0	0	0	19	0	0	0	0	0	0	0	0	0	5	0	14	0	0	0	0	0	0	0	0	0	0
EXTL3	EXTL3	NR_073469.2		0	0	0	19	0	0	0	0	0	0	2	0	0	10	0	7	0	0	0	0	0	0	0	0	0	0
EYA1	EYA1	NM_000503.6	protein_coding	0	1	2	20	1	1	6	0	0	0	0	0	0	7	2	0	0	0	0	0	0	0	0	0	0	6
EYA1	EYA1	NM_001288574.2	protein_coding	0	2	1	20	1	1	6	0	0	0	0	0	0	8	1	0	0	0	0	1	0	0	0	0	0	6
EYA1	EYA1	NM_001288575.2	protein_coding	0	2	1	20	1	1	6	0	0	0	0	0	0	8	1	0	0	0	0	1	0	0	0	0	0	6
EYA1	EYA1	NM_001370333.1	protein_coding	0	0	2	20	1	0	0	0	0	0	0	0	0	19	2	0	0	0	0	0	0	0	0	0	0	0
EYA1	EYA1	NM_001370334.1	protein_coding	0	0	2	20	1	0	0	0	0	0	0	0	0	19	2	0	0	0	0	0	0	0	0	0	0	0
EYA1	EYA1	NM_001370335.1	protein_coding	0	0	2	20	1	0	0	0	0	0	0	0	0	19	2	0	0	0	0	0	0	0	0	0	0	0
EYA1	EYA1	NM_001370336.1	protein_coding	0	1	1	20	1	0	0	0	0	0	0	0	0	20	1	0	0	0	0	1	0	0	0	0	0	0
EYA1	EYA1	NM_172058.4	protein_coding	0	0	2	8	1	0	1	0	0	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	1
EYA1	EYA1	NM_172059.5	protein_coding	0	1	1	20	1	0	0	0	0	0	0	0	0	20	1	0	0	0	0	1	0	0	0	0	0	0
FABP12	FABP12	NM_001105281.2	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
FABP12	FABP12	NR_144370.1		0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
FABP4	FABP4	NM_001442.3	protein_coding	0	0	0	17	3	0	0	0	0	0	1	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0
FABP5	FABP5	NM_001444.3	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FABP9	FABP9	NM_001080526.2	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
FAM110B	FAM110B	NM_147189.3	protein_coding	0	5	2	43	20	2	6	0	0	0	5	0	0	12	2	0	0	0	0	3	0	0	0	0	0	0
FAM135B	FAM135B	NM_001362965.1	protein_coding	0	5	11	31	5	0	0	0	0	0	0	0	0	28	11	0	0	0	0	2	0	0	0	0	3	0
FAM135B	FAM135B	NM_015912.4	protein_coding	0	5	11	31	5	0	1	0	0	0	0	0	0	27	11	0	0	0	0	2	0	0	0	0	3	0
FAM160B2	FAM160B2	NM_001354250.2	protein_coding	0	2	9	88	2	0	0	0	0	0	29	0	0	57	9	0	0	0	0	1	0	0	0	0	2	0
FAM160B2	FAM160B2	NM_001354251.2	protein_coding	0	3	7	90	2	0	2	0	0	0	29	0	0	57	7	0	0	0	0	1	0	0	0	0	2	0
FAM160B2	FAM160B2	NM_022749.7	protein_coding	0	2	9	88	2	0	0	0	0	0	29	0	0	57	9	0	0	0	0	1	0	0	0	0	2	0
FAM160B2	FAM160B2	NR_148727.1		0	1	0	98	0	0	0	0	0	0	29	0	0	58	0	12	0	0	0	1	0	0	0	0	0	0
FAM160B2	FAM160B2	NR_148728.2		0	1	0	98	0	0	0	0	0	0	29	0	0	57	0	13	0	0	0	1	0	0	0	0	0	0
FAM160B2	FAM160B2	NR_148729.2		0	1	0	98	0	0	0	0	0	0	29	0	0	58	0	12	0	0	0	1	0	0	0	0	0	0
FAM160B2	FAM160B2	NR_148730.2		0	1	0	98	0	0	0	0	0	0	29	0	0	58	0	12	0	0	0	1	0	0	0	0	0	0
FAM160B2	FAM160B2	NR_148731.2		0	1	0	98	0	0	0	0	0	0	29	0	0	58	0	12	0	0	0	1	0	0	0	0	0	0
FAM167A	FAM167A	NM_053279.3	protein_coding	0	3	9	45	17	0	6	0	0	0	1	0	0	19	9	0	0	0	0	2	0	0	0	0	1	3
FAM167A-AS1	FAM167A-AS1	NR_026814.1		0	0	0	33	0	0	0	0	0	0	0	0	0	26	0	3	0	0	0	0	0	0	0	0	0	4
FAM49B	FAM49B	NM_001256763.2	protein_coding	0	0	0	14	0	0	2	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
FAM49B	FAM49B	NM_001330612.2	protein_coding	0	0	0	14	0	0	2	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
FAM49B	FAM49B	NM_001353242.2	protein_coding	0	0	0	14	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
FAM49B	FAM49B	NM_001353243.2	protein_coding	0	0	0	14	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
FAM49B	FAM49B	NM_001353244.2	protein_coding	0	0	0	14	0	0	2	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
FAM49B	FAM49B	NM_001353245.1	protein_coding	0	0	0	14	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
FAM49B	FAM49B	NM_001353246.1	protein_coding	0	0	0	14	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
FAM49B	FAM49B	NM_001353247.1	protein_coding	0	0	0	14	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
FAM49B	FAM49B	NM_001353248.2	protein_coding	0	0	0	14	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
FAM49B	FAM49B	NM_001353249.1	protein_coding	0	0	0	14	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
FAM49B	FAM49B	NM_001353250.1	protein_coding	0	0	0	14	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
FAM49B	FAM49B	NM_001353251.1	protein_coding	0	0	0	14	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
FAM49B	FAM49B	NM_001353252.1	protein_coding	0	0	0	14	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
FAM49B	FAM49B	NM_001353253.1	protein_coding	0	0	0	14	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
FAM49B	FAM49B	NM_001353254.2	protein_coding	0	0	0	14	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
FAM49B	FAM49B	NM_001353255.1	protein_coding	0	0	0	14	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
FAM49B	FAM49B	NM_001353256.2	protein_coding	0	0	0	14	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
FAM49B	FAM49B	NM_001353257.2	protein_coding	0	0	0	14	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
FAM49B	FAM49B	NM_001353258.2	protein_coding	0	0	0	14	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
FAM49B	FAM49B	NM_001353259.2	protein_coding	0	0	0	14	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
FAM49B	FAM49B	NM_001353260.2	protein_coding	0	0	0	14	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
FAM49B	FAM49B	NM_001353261.2	protein_coding	0	0	0	14	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
FAM49B	FAM49B	NM_001353262.2	protein_coding	0	0	0	14	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
FAM49B	FAM49B	NM_001353263.2	protein_coding	0	0	0	14	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
FAM49B	FAM49B	NM_001353264.2	protein_coding	0	0	0	14	0	0	2	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
FAM49B	FAM49B	NM_001353265.2	protein_coding	0	0	0	14	0	0	2	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
FAM49B	FAM49B	NM_001353266.2	protein_coding	0	0	0	14	0	0	2	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
FAM49B	FAM49B	NM_001353267.2	protein_coding	0	0	0	14	0	0	2	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
FAM49B	FAM49B	NM_001353268.2	protein_coding	0	0	0	14	0	0	2	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
FAM49B	FAM49B	NM_001353269.1	protein_coding	0	0	0	14	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
FAM49B	FAM49B	NM_001353270.1	protein_coding	0	0	0	14	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
FAM49B	FAM49B	NM_001353271.1	protein_coding	0	0	0	14	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
FAM49B	FAM49B	NM_001353272.1	protein_coding	0	0	0	14	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
FAM49B	FAM49B	NM_001353273.1	protein_coding	0	0	0	14	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
FAM49B	FAM49B	NM_001353274.1	protein_coding	0	0	0	14	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
FAM49B	FAM49B	NM_001353275.1	protein_coding	0	0	0	14	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
FAM49B	FAM49B	NM_001353276.2	protein_coding	0	0	0	14	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
FAM49B	FAM49B	NM_001353277.1	protein_coding	0	0	0	14	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
FAM49B	FAM49B	NM_001353278.1	protein_coding	0	0	0	14	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
FAM49B	FAM49B	NM_001353279.1	protein_coding	0	0	0	14	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
FAM49B	FAM49B	NM_001353280.1	protein_coding	0	0	0	14	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
FAM49B	FAM49B	NM_001353281.1	protein_coding	0	0	0	14	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
FAM49B	FAM49B	NM_001353282.2	protein_coding	0	0	0	14	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
FAM49B	FAM49B	NM_001353283.2	protein_coding	0	0	0	14	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
FAM49B	FAM49B	NM_001353284.2	protein_coding	0	0	0	14	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
FAM49B	FAM49B	NM_001353285.2	protein_coding	0	0	0	14	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
FAM49B	FAM49B	NM_001353286.2	protein_coding	0	0	0	14	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
FAM49B	FAM49B	NM_001353287.2	protein_coding	0	0	0	14	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
FAM49B	FAM49B	NM_001353288.2	protein_coding	0	0	0	14	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
FAM49B	FAM49B	NM_001353289.2	protein_coding	0	0	0	14	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
FAM49B	FAM49B	NM_001353290.2	protein_coding	0	0	0	14	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
FAM49B	FAM49B	NM_001353291.2	protein_coding	0	0	0	14	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
FAM49B	FAM49B	NM_001353292.2	protein_coding	0	0	0	14	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
FAM49B	FAM49B	NM_001353293.2	protein_coding	0	0	0	14	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
FAM49B	FAM49B	NM_001353294.2	protein_coding	0	0	0	14	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
FAM49B	FAM49B	NM_001353295.2	protein_coding	0	0	0	14	0	0	2	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
FAM49B	FAM49B	NM_001353296.2	protein_coding	0	0	0	14	0	0	2	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
FAM49B	FAM49B	NM_001353297.2	protein_coding	0	0	0	14	0	0	2	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
FAM49B	FAM49B	NM_001353298.2	protein_coding	0	0	0	14	0	0	2	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
FAM49B	FAM49B	NM_001353299.2	protein_coding	0	0	0	14	0	0	2	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
FAM49B	FAM49B	NM_001353300.2	protein_coding	0	0	0	14	0	0	2	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
FAM49B	FAM49B	NM_001353301.2	protein_coding	0	0	0	14	0	0	2	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
FAM49B	FAM49B	NM_001353302.1	protein_coding	0	0	0	14	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
FAM49B	FAM49B	NM_001353303.1	protein_coding	0	0	0	14	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
